Hari,Mata Kuliah,Semester,SKS,Dosen,Ruang,Kelas,Kapasitas Kelas,start,finish,duration,jumlah_mahasiswa,profit_density
Rabu,Basis Data,3,4,BAMBANG WIDOYONO,R008,C,45,08:25:00,09:15:00,50.0,34,0.08
Rabu,Basis Data,3,4,BAMBANG WIDOYONO,R008,C,45,09:20:00,10:10:00,50.0,19,0.08
Rabu,Teknologi IoT,7,3,ABDUL AZIZ,R008,A,45,13:00:00,13:50:00,50.0,19,0.06
Rabu,Teknologi IoT,7,3,ABDUL AZIZ,R008,A,45,13:55:00,14:45:00,50.0,45,0.06
Rabu,Teknologi IoT,7,3,ABDUL AZIZ,R008,A,45,15:30:00,16:20:00,50.0,39,0.06
Rabu,Pembelajaran Mesin,5,3,MUHAMMAD FAHMY NADHIF,R009,A,30,07:30:00,08:20:00,50.0,16,0.06
Rabu,Pembelajaran Mesin,5,3,MUHAMMAD FAHMY NADHIF,R009,A,30,08:25:00,09:15:00,50.0,12,0.06
Rabu,Pembelajaran Mesin,5,3,MUHAMMAD FAHMY NADHIF,R009,A,30,09:20:00,10:10:00,50.0,12,0.06
Rabu,Organisasi dan Arsitektur Komputer,1,3,BRILYAN HENDRASURYAWAN,R009,A,30,10:15:00,11:05:00,50.0,30,0.06
Rabu,Organisasi dan Arsitektur Komputer,1,3,BRILYAN HENDRASURYAWAN,R009,A,30,11:10:00,12:00:00,50.0,13,0.06
Rabu,Basis Pengetahuan dan Penalaran,5,3,DEWI WISNU WARDANI,R009,A,30,13:00:00,13:50:00,50.0,23,0.06
Rabu,Basis Pengetahuan dan Penalaran,5,3,DEWI WISNU WARDANI,R009,A,30,13:55:00,14:45:00,50.0,17,0.06
Rabu,Basis Pengetahuan dan Penalaran,5,3,DEWI WISNU WARDANI,R009,A,30,15:30:00,16:20:00,50.0,15,0.06
Rabu,Organisasi dan Arsitektur Komputer,1,3,BRILYAN HENDRASURYAWAN,R009,A,30,16:25:00,17:15:00,50.0,22,0.06
Rabu,Pendidikan Agama Katolik,1,2,VINSENSIUS KRISWIDIATMA TJAHJA H,R009,A,30,18:10:00,19:00:00,50.0,28,0.04
Rabu,Pendidikan Agama Katolik,1,2,VINSENSIUS KRISWIDIATMA TJAHJA H,R009,A,30,19:30:00,20:20:00,50.0,17,0.04
Rabu,Sistem Manajemen Basis Data,3,3,DEWI WISNU WARDANI,R010,A,30,07:30:00,08:20:00,50.0,16,0.06
Rabu,Sistem Manajemen Basis Data,3,3,DEWI WISNU WARDANI,R010,A,30,08:25:00,09:15:00,50.0,13,0.06
Rabu,Matematika Diskrit dan Teori Graph,3,3,ENDRA PRATAMA,R010,A,30,09:20:00,10:10:00,50.0,17,0.06
Rabu,Matematika Diskrit dan Teori Graph,3,3,ENDRA PRATAMA,R010,A,30,10:15:00,11:05:00,50.0,22,0.06
Rabu,Matematika Diskrit dan Teori Graph,3,3,ENDRA PRATAMA,R010,A,30,11:10:00,12:00:00,50.0,27,0.06
Rabu,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,B,30,13:00:00,13:50:00,50.0,27,0.08
Rabu,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,B,30,13:55:00,14:45:00,50.0,12,0.08
Rabu,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,B,30,15:30:00,16:20:00,50.0,20,0.08
Rabu,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,B,30,16:25:00,17:15:00,50.0,17,0.08
Kamis,Pendidikan Agama Islam,1,2,IRFAN A N,R001,A,25,10:15:00,11:05:00,50.0,25,0.04
Kamis,Pendidikan Agama Islam,1,2,IRFAN A N,R001,A,25,11:10:00,12:00:00,50.0,22,0.04
Kamis,Fisika,1,3,BUDI PURNAMA,R001,B,25,13:00:00,13:50:00,50.0,12,0.06
Kamis,Fisika,1,3,BUDI PURNAMA,R001,B,25,13:55:00,14:45:00,50.0,13,0.06
Kamis,Fisika,1,3,BUDI PURNAMA,R001,B,25,15:30:00,16:20:00,50.0,21,0.06
Kamis,Fisika ( Team Teaching ),1,3,AGUS SUPRIYANTO + LUTHFIYA KURNIA PERMATAHATI,R001,C,25,07:30:00,08:20:00,50.0,20,0.06
Kamis,Fisika ( Team Teaching ),1,3,AGUS SUPRIYANTO + LUTHFIYA KURNIA PERMATAHATI,R001,C,25,08:25:00,09:15:00,50.0,13,0.06
Kamis,Fisika ( Team Teaching ),1,3,AGUS SUPRIYANTO + LUTHFIYA KURNIA PERMATAHATI,R001,C,25,09:20:00,10:10:00,50.0,12,0.06
Kamis,Analisis Data Timeseries,5,3,SHAIFUDIN ZUHDI,R001,A,25,16:25:00,17:15:00,50.0,19,0.06
Kamis,Analisis Data Timeseries,5,3,SHAIFUDIN ZUHDI,R001,A,25,18:10:00,19:00:00,50.0,12,0.06
Kamis,Analisis Data Timeseries,5,3,SHAIFUDIN ZUHDI,R001,A,25,19:30:00,20:20:00,50.0,24,0.06
Kamis,Pendidikan Pancasila,3,2,IRWAN IFTADI,R002,A,40,10:15:00,11:05:00,50.0,34,0.04
Kamis,Pendidikan Pancasila,3,2,IRWAN IFTADI,R002,A,40,11:10:00,12:00:00,50.0,35,0.04
Kamis,Basis Data,3,4,BRILYAN HENDRASURYAWAN,R002,A,40,15:30:00,16:20:00,50.0,22,0.08
Kamis,Desain & Analisis Algoritma,3,3,ARIF ROHMADI,R002,B,40,07:30:00,08:20:00,50.0,35,0.06
Kamis,Desain & Analisis Algoritma,3,3,ARIF ROHMADI,R002,B,40,08:25:00,09:15:00,50.0,24,0.06
Kamis,Desain & Analisis Algoritma,3,3,ARIF ROHMADI,R002,B,40,09:20:00,10:10:00,50.0,16,0.06
Kamis,Pendidikan Pancasila,3,2,IRWAN IFTADI,R002,B,40,13:00:00,13:50:00,50.0,23,0.04
Kamis,Pendidikan Pancasila,3,2,IRWAN IFTADI,R002,B,40,13:55:00,14:45:00,50.0,22,0.04
Kamis,Pengolahan Citra Digital,5,3,HERI PRASETYO,R003,A,30,10:15:00,11:05:00,50.0,29,0.06
Kamis,Pengolahan Citra Digital,5,3,HERI PRASETYO,R003,A,30,11:10:00,12:00:00,50.0,19,0.06
Kamis,Pengolahan Citra Digital,5,3,HERI PRASETYO,R003,A,30,13:00:00,13:50:00,50.0,12,0.06
Kamis,Sistem Terdistribusi,5,3,FAJAR MUSLIM,R003,A,30,13:55:00,14:45:00,50.0,22,0.06
Kamis,Sistem Terdistribusi,5,3,FAJAR MUSLIM,R003,A,30,15:30:00,16:20:00,50.0,29,0.06
Kamis,Sistem Terdistribusi,5,3,FAJAR MUSLIM,R003,A,30,16:25:00,17:15:00,50.0,21,0.06
Kamis,Sistem Terdistribusi,5,3,FAJAR MUSLIM,R003,B,30,07:30:00,08:20:00,50.0,14,0.06
Kamis,Sistem Terdistribusi,5,3,FAJAR MUSLIM,R003,B,30,08:25:00,09:15:00,50.0,18,0.06
Kamis,Sistem Terdistribusi,5,3,FAJAR MUSLIM,R003,B,30,09:20:00,10:10:00,50.0,27,0.06
Kamis,Statistika & Probabilitas,1,3,RISTU SAPTONO,R004,A,25,07:30:00,08:20:00,50.0,19,0.06
Kamis,Statistika & Probabilitas,1,3,RISTU SAPTONO,R004,A,25,08:25:00,09:15:00,50.0,25,0.06
Kamis,Statistika & Probabilitas,1,3,RISTU SAPTONO,R004,A,25,09:20:00,10:10:00,50.0,18,0.06
Kamis,Sistem Digital,1,3,AKHMAD SYAIFUDDIN,R004,D,25,10:15:00,11:05:00,50.0,13,0.06
Kamis,Sistem Digital,1,3,AKHMAD SYAIFUDDIN,R004,D,25,11:10:00,12:00:00,50.0,21,0.06
Kamis,Sistem Digital,1,3,AKHMAD SYAIFUDDIN,R004,D,25,16:25:00,17:15:00,50.0,10,0.06
Kamis,Desain & Analisis Algoritma,3,3,AKHMAD SYAIFUDDIN,R004,C,25,13:00:00,13:50:00,50.0,11,0.06
Kamis,Desain & Analisis Algoritma,3,3,AKHMAD SYAIFUDDIN,R004,C,25,13:55:00,14:45:00,50.0,10,0.06
Kamis,Desain & Analisis Algoritma,3,3,AKHMAD SYAIFUDDIN,R004,C,25,15:30:00,16:20:00,50.0,25,0.06
Kamis,Metode Numerik,3,3,UMI SALAMAH,R005,C,25,07:30:00,08:20:00,50.0,23,0.06
Kamis,Metode Numerik,3,3,UMI SALAMAH,R005,C,25,08:25:00,09:15:00,50.0,21,0.06
Kamis,Metode Numerik,3,3,UMI SALAMAH,R005,D,25,13:00:00,13:50:00,50.0,14,0.06
Kamis,Metode Numerik,3,3,UMI SALAMAH,R005,D,25,13:55:00,14:45:00,50.0,14,0.06
Kamis,Metode Numerik,3,3,UMI SALAMAH,R005,D,25,15:30:00,16:20:00,50.0,25,0.06
Kamis,Data Mining,5,3,WIRANTO,R005,D,25,09:20:00,10:10:00,50.0,20,0.06
Kamis,Data Mining,5,3,WIRANTO,R005,D,25,10:15:00,11:05:00,50.0,16,0.06
Kamis,Data Mining,5,3,WIRANTO,R005,D,25,11:10:00,12:00:00,50.0,18,0.06
Kamis,Sistem Operasi,3,3,HARYONO SETIADI,R006,A,35,07:30:00,08:20:00,50.0,22,0.06
Kamis,Sistem Operasi,3,3,HARYONO SETIADI,R006,A,35,08:25:00,09:15:00,50.0,16,0.06
Kamis,Pengolahan Citra Digital,5,3,HERDITO IBNU DEWANGKORO,R006,D,35,13:00:00,13:50:00,50.0,32,0.06
Kamis,Pengolahan Citra Digital,5,3,HERDITO IBNU DEWANGKORO,R006,D,35,13:55:00,14:45:00,50.0,29,0.06
Kamis,Pengolahan Citra Digital,5,3,HERDITO IBNU DEWANGKORO,R006,D,35,15:30:00,16:20:00,50.0,29,0.06
Kamis,Pengolahan Citra Digital,5,3,ERY PERMANA YUDHA,R006,E,35,09:20:00,10:10:00,50.0,16,0.06
Kamis,Pengolahan Citra Digital,5,3,ERY PERMANA YUDHA,R006,E,35,10:15:00,11:05:00,50.0,33,0.06
Kamis,Pengolahan Citra Digital,5,3,ERY PERMANA YUDHA,R006,E,35,11:10:00,12:00:00,50.0,35,0.06
Kamis,Sistem Manajemen Basis Data,3,3,DEWI WISNU WARDANI,R006,A,35,16:25:00,17:15:00,50.0,14,0.06
Kamis,Sistem Digital,1,3,ENDRA PRATAMA,R007,A,20,16:25:00,17:15:00,50.0,15,0.06
Kamis,Interaksi Manusia & Komputer,5,2,RINI ANGGRAININGSIH,R007,E,20,07:30:00,08:20:00,50.0,11,0.04
Kamis,Interaksi Manusia & Komputer,5,2,RINI ANGGRAININGSIH,R007,E,20,08:25:00,09:15:00,50.0,18,0.04
Kamis,Interaksi Manusia & Komputer,5,2,RINI ANGGRAININGSIH,R007,F,20,09:20:00,10:10:00,50.0,8,0.04
Kamis,Interaksi Manusia & Komputer,5,2,RINI ANGGRAININGSIH,R007,F,20,10:15:00,11:05:00,50.0,15,0.04
Kamis,Pengolahan Citra Digital,5,3,ERY PERMANA YUDHA,R007,F,20,13:00:00,13:50:00,50.0,11,0.06
Kamis,Pengolahan Citra Digital,5,3,ERY PERMANA YUDHA,R007,F,20,13:55:00,14:45:00,50.0,13,0.06
Kamis,Pengolahan Citra Digital,5,3,ERY PERMANA YUDHA,R007,F,20,15:30:00,16:20:00,50.0,15,0.06
Kamis,Pendidikan Agama Islam,1,2,ARIFUDDIN,R008,B,45,10:15:00,11:05:00,50.0,37,0.04
Kamis,Pendidikan Agama Islam,1,2,ARIFUDDIN,R008,B,45,11:10:00,12:00:00,50.0,20,0.04
Kamis,Basis Data,3,4,BAMBANG WIDOYONO,R008,C,45,16:25:00,17:15:00,50.0,33,0.08
Kamis,Pengolahan Sinyal Digital,5,3,HASAN DWI CAHYONO,R008,A,45,07:30:00,08:20:00,50.0,42,0.06
Kamis,Pengolahan Sinyal Digital,5,3,HASAN DWI CAHYONO,R008,A,45,08:25:00,09:15:00,50.0,20,0.06
Kamis,Pengolahan Sinyal Digital,5,3,HASAN DWI CAHYONO,R008,A,45,09:20:00,10:10:00,50.0,42,0.06
Kamis,E-commerce,7,3,HARYONO SETIADI,R008,A,45,13:00:00,13:50:00,50.0,35,0.06
Kamis,E-commerce,7,3,HARYONO SETIADI,R008,A,45,13:55:00,14:45:00,50.0,31,0.06
Kamis,E-commerce,7,3,HARYONO SETIADI,R008,A,45,15:30:00,16:20:00,50.0,35,0.06
Kamis,Matematika Diskrit dan Teori Graph,3,3,ENDRA PRATAMA,R009,B,30,07:30:00,08:20:00,50.0,13,0.06
Kamis,Matematika Diskrit dan Teori Graph,3,3,ENDRA PRATAMA,R009,B,30,08:25:00,09:15:00,50.0,14,0.06
Kamis,Matematika Diskrit dan Teori Graph,3,3,ENDRA PRATAMA,R009,B,30,09:20:00,10:10:00,50.0,27,0.06
Kamis,Teknologi Cloud untuk Big Data dan Data Analitik,5,3,BAMBANG WIDOYONO,R009,A,30,10:15:00,11:05:00,50.0,20,0.06
Kamis,Teknologi Cloud untuk Big Data dan Data Analitik,5,3,BAMBANG WIDOYONO,R009,A,30,11:10:00,12:00:00,50.0,15,0.06
Kamis,Teknologi Cloud untuk Big Data dan Data Analitik,5,3,BAMBANG WIDOYONO,R009,A,30,13:00:00,13:50:00,50.0,12,0.06
Kamis,Kecerdasan Buatan,3,3,WIHARTO,R009,B,30,13:55:00,14:45:00,50.0,15,0.06
Kamis,Kecerdasan Buatan,3,3,WIHARTO,R009,B,30,15:30:00,16:20:00,50.0,12,0.06
Kamis,Kecerdasan Buatan,3,3,WIHARTO,R009,B,30,16:25:00,17:15:00,50.0,25,0.06
Kamis,Jaringan Komputer,3,3,WISNU WIDIARTO,R009,B,30,18:10:00,19:00:00,50.0,27,0.06
Kamis,Basis Pengetahuan dan Penalaran,5,3,DEWI WISNU WARDANI,R010,B,30,07:30:00,08:20:00,50.0,19,0.06
Kamis,Basis Pengetahuan dan Penalaran,5,3,DEWI WISNU WARDANI,R010,B,30,08:25:00,09:15:00,50.0,18,0.06
Kamis,Basis Pengetahuan dan Penalaran,5,3,DEWI WISNU WARDANI,R010,B,30,09:20:00,10:10:00,50.0,14,0.06
Kamis,Desain dan Analisis Algoritma,3,3,HASAN DWI CAHYONO,R010,B,30,10:15:00,11:05:00,50.0,28,0.06
Kamis,Desain dan Analisis Algoritma,3,3,HASAN DWI CAHYONO,R010,B,30,11:10:00,12:00:00,50.0,12,0.06
Kamis,Desain dan Analisis Algoritma,3,3,HASAN DWI CAHYONO,R010,B,30,13:00:00,13:50:00,50.0,27,0.06
Kamis,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,A,30,13:55:00,14:45:00,50.0,23,0.08
Kamis,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,A,30,15:30:00,16:20:00,50.0,30,0.08
Kamis,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,A,30,16:25:00,17:15:00,50.0,25,0.08
Kamis,Dasar Pemrograman,1,4,HASAN DWI CAHYONO,R010,A,30,18:10:00,19:00:00,50.0,17,0.08
Jumat,Pendidikan Agama Islam,1,2,RELLY PRIHATIN,R001,A,25,16:25:00,17:15:00,50.0,15,0.04
Jumat,Pendidikan Agama Islam,1,2,RELLY PRIHATIN,R001,A,25,18:10:00,19:00:00,50.0,22,0.04
Jumat,Kalkulus I,1,3,ADE SUSANTI,R002,D,40,13:00:00,13:50:00,50.0,34,0.06
Jumat,Kalkulus I,1,3,ADE SUSANTI,R002,D,40,13:55:00,14:45:00,50.0,37,0.06
Jumat,Kalkulus I,1,3,ADE SUSANTI,R002,D,40,15:30:00,16:20:00,50.0,23,0.06
Jumat,Sistem Operasi,3,3,HARYONO SETIADI,R002,A,40,09:20:00,10:10:00,50.0,17,0.06
Jumat,Sistem Operasi,3,3,HARYONO SETIADI,R002,B,40,10:15:00,11:10:00,55.0,36,0.05454545454545454
Jumat,Pendidikan Pancasila,3,2,GAYATRI DYAH SUPROBOWATI,R002,C,40,07:30:00,08:20:00,50.0,16,0.04
Jumat,Pendidikan Pancasila,3,2,GAYATRI DYAH SUPROBOWATI,R002,C,40,08:25:00,09:15:00,50.0,30,0.04
Jumat,Fisika,1,3,BUDI PURNAMA,R003,A,30,07:30:00,08:20:00,50.0,12,0.06
Jumat,Fisika,1,3,BUDI PURNAMA,R003,A,30,08:25:00,09:15:00,50.0,16,0.06
Jumat,Fisika,1,3,BUDI PURNAMA,R003,A,30,09:20:00,10:10:00,50.0,27,0.06
Jumat,Pendidikan Pancasila,3,2,GAYATRI DYAH SUPROBOWATI,R003,D,30,15:30:00,16:20:00,50.0,30,0.04
Jumat,Pendidikan Pancasila,3,2,GAYATRI DYAH SUPROBOWATI,R003,D,30,16:25:00,17:15:00,50.0,15,0.04
Jumat,Interaksi Manusia & Komputer ( Team Teaching ),5,2,ERY PERMANA YUDHA + RINI ANGGRAININGSIH,R003,C,30,13:00:00,13:50:00,50.0,14,0.04
Jumat,Interaksi Manusia & Komputer ( Team Teaching ),5,2,ERY PERMANA YUDHA + RINI ANGGRAININGSIH,R003,C,30,13:55:00,14:45:00,50.0,28,0.04
Jumat,Desain & Analisis Algoritma,3,3,ARIF ROHMADI,R004,A,25,13:00:00,13:50:00,50.0,25,0.06
Jumat,Desain & Analisis Algoritma,3,3,ARIF ROHMADI,R004,A,25,13:55:00,14:45:00,50.0,10,0.06
Jumat,Desain & Analisis Algoritma,3,3,ARIF ROHMADI,R004,A,25,15:30:00,16:20:00,50.0,21,0.06
Jumat,Sistem Terdistribusi,5,3,ERY PERMANA YUDHA,R004,D,25,07:30:00,08:20:00,50.0,21,0.06
Jumat,Sistem Terdistribusi,5,3,ERY PERMANA YUDHA,R004,D,25,08:25:00,09:15:00,50.0,23,0.06
Jumat,Sistem Terdistribusi,5,3,ERY PERMANA YUDHA,R004,D,25,09:20:00,10:10:00,50.0,22,0.06
Jumat,Statistika & Probabilitas,1,3,RISTU SAPTONO,R005,B,25,13:00:00,13:50:00,50.0,23,0.06
Jumat,Statistika & Probabilitas,1,3,RISTU SAPTONO,R005,B,25,13:55:00,14:45:00,50.0,14,0.06
Jumat,Statistika & Probabilitas,1,3,RISTU SAPTONO,R005,B,25,15:30:00,16:20:00,50.0,15,0.06
Jumat,Konsep Pemrograman,1,4,AFRIZAL DOEWES,R005,D,25,16:25:00,17:15:00,50.0,12,0.08
Jumat,Wireless & Mobile Computing,5,3,ARIF ROHMADI,R005,A,25,07:30:00,08:20:00,50.0,21,0.06
Jumat,Wireless & Mobile Computing,5,3,ARIF ROHMADI,R005,A,25,08:25:00,09:15:00,50.0,18,0.06
Jumat,Wireless & Mobile Computing,5,3,ARIF ROHMADI,R005,A,25,09:20:00,10:10:00,50.0,14,0.06
Jumat,Rekayasa dan Organisasi Sistem Big Data,5,3,MUHAMMAD FAHMY NADHIF,R006,A,35,07:30:00,08:20:00,50.0,30,0.06
Jumat,Rekayasa dan Organisasi Sistem Big Data,5,3,MUHAMMAD FAHMY NADHIF,R006,A,35,08:25:00,09:15:00,50.0,27,0.06
Jumat,Rekayasa dan Organisasi Sistem Big Data,5,3,MUHAMMAD FAHMY NADHIF,R006,A,35,09:20:00,10:10:00,50.0,34,0.06
Jumat,Desain Aplikasi Big Data,5,3,FAJAR MUSLIM,R006,A,35,10:15:00,11:10:00,55.0,16,0.05454545454545454
Jumat,Desain Aplikasi Big Data,5,3,FAJAR MUSLIM,R006,A,35,13:00:00,13:50:00,50.0,14,0.06
Jumat,Desain Aplikasi Big Data,5,3,FAJAR MUSLIM,R006,A,35,13:55:00,14:45:00,50.0,33,0.06
Jumat,Sistem Manajemen Basis Data,3,3,DEWI WISNU WARDANI,R006,B,35,15:30:00,16:20:00,50.0,34,0.06
Jumat,Sistem Manajemen Basis Data,3,3,DEWI WISNU WARDANI,R006,B,35,16:25:00,17:15:00,50.0,14,0.06
Jumat,Kalkulus I,1,3,DWI PURNAMA,R007,B,20,07:30:00,08:20:00,50.0,10,0.06
Jumat,Kalkulus I,1,3,DWI PURNAMA,R007,B,20,08:25:00,09:15:00,50.0,9,0.06
Jumat,Kalkulus I,1,3,DWI PURNAMA,R007,B,20,09:20:00,10:10:00,50.0,16,0.06
Jumat,Rekayasa dan Organisasi Sistem Big Data,5,3,MUHAMMAD FAHMY NADHIF,R007,B,20,10:15:00,11:10:00,55.0,17,0.05454545454545454
Jumat,Rekayasa dan Organisasi Sistem Big Data,5,3,MUHAMMAD FAHMY NADHIF,R007,B,20,13:00:00,13:50:00,50.0,13,0.06
Jumat,Rekayasa dan Organisasi Sistem Big Data,5,3,MUHAMMAD FAHMY NADHIF,R007,B,20,13:55:00,14:45:00,50.0,17,0.06
Jumat,Desain Aplikasi Big Data,5,3,FAJAR MUSLIM,R007,B,20,15:30:00,16:20:00,50.0,10,0.06
Jumat,Desain Aplikasi Big Data,5,3,FAJAR MUSLIM,R007,B,20,16:25:00,17:15:00,50.0,15,0.06
Jumat,Desain Aplikasi Big Data,5,3,FAJAR MUSLIM,R007,B,20,18:10:00,19:00:00,50.0,15,0.06
Jumat,Metode Numerik,3,3,UMI SALAMAH,R008,B,45,07:30:00,08:20:00,50.0,35,0.06
Jumat,Desain & Analisis Algoritma,3,3,AKHMAD SYAIFUDDIN,R008,D,45,08:25:00,09:15:00,50.0,32,0.06
Jumat,Desain & Analisis Algoritma,3,3,AKHMAD SYAIFUDDIN,R008,D,45,09:20:00,10:10:00,50.0,39,0.06
Jumat,Desain & Analisis Algoritma,3,3,AKHMAD SYAIFUDDIN,R008,D,45,10:15:00,11:10:00,55.0,40,0.05454545454545454
Jumat,Kriptografi,5,3,BAMBANG HARJITO,R008,A,45,13:00:00,13:50:00,50.0,19,0.06
Jumat,Kriptografi,5,3,BAMBANG HARJITO,R008,A,45,13:55:00,14:45:00,50.0,44,0.06
Jumat,Kriptografi,5,3,BAMBANG HARJITO,R008,A,45,15:30:00,16:20:00,50.0,27,0.06
Jumat,Pendidikan Agama Islam,1,2,CHOIROEL ANAM,R009,B,30,07:30:00,08:20:00,50.0,13,0.04
Jumat,Pendidikan Agama Islam,1,2,CHOIROEL ANAM,R009,B,30,08:25:00,09:15:00,50.0,28,0.04
Jumat,Bahasa Indonesia,1,2,HENRY YUSTANTO,R009,A,30,09:20:00,10:10:00,50.0,19,0.04
Jumat,Bahasa Indonesia,1,2,HENRY YUSTANTO,R009,A,30,10:15:00,11:10:00,55.0,12,0.03636363636363636
Jumat,Bahasa Indonesia,1,2,HENRY YUSTANTO,R009,B,30,13:00:00,13:50:00,50.0,20,0.04
Jumat,Bahasa Indonesia,1,2,HENRY YUSTANTO,R009,B,30,13:55:00,14:45:00,50.0,22,0.04
Jumat,Organisasi dan Arsitektur Komputer,1,3,HERDITO IBNU DEWANGKORO,R009,B,30,15:30:00,16:20:00,50.0,27,0.06
Jumat,Organisasi dan Arsitektur Komputer,1,3,HERDITO IBNU DEWANGKORO,R009,B,30,16:25:00,17:15:00,50.0,18,0.06
Jumat,Desain dan Analisis Algoritma,3,3,HASAN DWI CAHYONO,R010,A,30,07:30:00,08:20:00,50.0,21,0.06
Jumat,Desain dan Analisis Algoritma,3,3,HASAN DWI CAHYONO,R010,A,30,08:25:00,09:15:00,50.0,14,0.06
Jumat,Desain dan Analisis Algoritma,3,3,HASAN DWI CAHYONO,R010,A,30,09:20:00,10:10:00,50.0,29,0.06
Jumat,Jaringan Komputer,3,3,WISNU WIDIARTO,R010,A,30,10:15:00,11:10:00,55.0,24,0.05454545454545454
Jumat,Jaringan Komputer,3,3,WISNU WIDIARTO,R010,A,30,13:00:00,13:50:00,50.0,18,0.06
Jumat,Jaringan Komputer,3,3,WISNU WIDIARTO,R010,A,30,13:55:00,14:45:00,50.0,15,0.06
Jumat,Kecerdasan Buatan,3,3,WIHARTO,R010,A,30,15:30:00,16:20:00,50.0,24,0.06
Jumat,Kecerdasan Buatan,3,3,WIHARTO,R010,A,30,16:25:00,17:15:00,50.0,12,0.06
Jumat,Kecerdasan Buatan,3,3,WIHARTO,R010,A,30,18:10:00,19:00:00,50.0,19,0.06
